ObjectID,X,Y
1,12.089887782199357,46.15280476471158
2,88.38979983850132,31.187407430929394
3,74.9104025763505,79.51240666184603
4,50.243141666225966,52.594668613895166
5,9.112868595767946,20.55289310056408
6,31.740156851841466,29.07041944879356
7,60.94654400157321,59.79743460645199
8,60.1739809278896,62.98761933197793
9,85.70531835147148,57.66409708037512
10,85.68057854982587,43.792908934368924
11,43.76223208068886,29.372192433991064
12,42.52508029047251,48.42362322889049
13,42.170839499820886,49.82813490506802
14,39.886094157507834,33.68544591037377
15,87.92522640812615,65.46344905928775
16,89.96337474956157,60.06161291063449
17,55.01426545214694,46.565969600594464
18,66.69235102467272,80.39075543299803
19,97.45801571473382,54.67016913402966
20,67.46298336139908,78.4863609977499
21,47.323931610820374,28.259343695267468
22,46.296841382641176,30.543898548409555
23,8.976878206758526,29.74256657964544
24,51.6748694282831,67.75422785036157
25,48.18841143717704,45.45214307940595
26,47.800802946041024,34.74756467212584
27,66.41779149199536,21.438450874687206
28,82.48614944292537,50.382912276557335
29,53.06096518563093,25.010264958745708
30,79.43640170110386,29.408624853835484
31,69.42603191598013,78.74887560504132
32,71.28687993071361,79.09496606617523
33,46.3537858173812,47.44098579930926
34,56.71274834191,48.54069366456812
35,62.67845938066693,41.12105951534653
36,61.43160234952304,47.88098213910301
37,60.073374782022306,47.15348732223977
38,96.18142418254136,47.084502884670826
39,67.13884260673905,36.998509473886976
40,46.13831694320898,43.786905211878825
41,54.96499909241277,67.83268370621127
42,57.552214391235125,72.24642816787578
43,51.91281675103922,63.64495597556497
44,0.0,15.427981050326794
45,45.86546572613338,50.24009652723209
46,88.66067923096047,76.82398772579093
47,64.56777116031543,75.47204275898977
48,47.26563693259973,59.790755561589734
49,52.89327518115804,46.1549449773182
50,45.97572955622716,61.024986076474654
51,78.0037670658738,81.6663920482374
52,46.21225177697567,45.43916640406102
53,74.46352973312845,63.97705473868013
54,61.09173893070843,45.62542359525359
55,47.7976659020344,24.139434872359274
56,72.97488965560115,55.84116038582362
57,73.60328958136924,58.00728565996502
58,80.90861819898643,75.62046379893535
59,65.60671561747269,74.46414329990742
60,67.83395142587267,73.9490380745691
61,57.83877533524292,43.25471527025324
62,55.77848129269051,41.54767088108293
63,67.61506447735476,44.371777155033676
64,93.66991186466404,60.02794982782039
65,48.32093818532541,47.23134743217241
66,47.8516205363961,48.623269921393295
67,42.60851266519923,32.197588765967026
68,45.3855037548438,57.270820610497
69,61.75800109868894,73.05112384910079
70,71.19953239462309,60.15019642088819
71,57.76636587713945,37.05189220060981
72,60.54081739771191,38.936719336179756
73,82.45074719424377,58.17061485535993
74,67.18387262776194,68.06904380344928
75,56.63133068365697,64.93844359154046
76,69.34682775460466,39.36328160451002
77,65.63862306536991,41.71918089852428
78,68.26111864372585,75.58110883514215
79,48.08158255433228,53.151659292181954
80,58.750628912352134,50.90756493307905
81,77.87844252192588,82.8400836366886
82,68.58346081395162,55.153974500730776
83,66.02271362019206,55.285306431946225
84,8.586611289124992,13.623393280743686
85,54.71300162632504,37.63398005599538
86,91.95948564665223,29.376973072707692
87,44.4277628758602,48.910641850106614
88,43.227882071635854,48.266750191756735
89,52.75591000805511,35.94433027005455
90,46.10707369700427,56.108977864050594
91,59.02734456751997,34.24607731599786
92,78.52288330402641,59.576686438895386
93,75.02804263236787,57.130674474214324
94,64.86403555518349,78.43814859628047
95,75.24037076043814,52.10129195603926
96,71.517962616991,47.98543386044199
97,49.78250276746623,46.40833624154344
98,88.6353246681935,54.14959786025839
99,6.548656833826525,22.766753378419327
100,47.65432781819347,58.25519511894478
101,100.0,56.93469785653208
102,69.05400793801937,48.36827513630008
103,36.71862115719998,46.16952302022216
104,37.71288213643727,47.924895644706204
105,42.241175586566676,46.10821370869338
106,47.049075805683756,43.005609483111776
107,48.50662244418878,55.05815091438949
108,47.67268095802933,26.280649178424227
109,17.984310532734806,17.94096500907946
110,20.578695439817423,17.42634177500859
111,47.281173217520184,39.02970720878332
112,56.47978509215514,54.614502516042094
113,46.602759524540986,54.13836607534782
114,46.07346730756806,53.31946252756793
115,29.300733323274553,32.482881507923246
116,54.93546698320383,72.54073412262345
117,85.48915171346438,28.2483014224253
118,20.876190431142916,26.661373183275106
119,59.62424203136204,74.46080726214934
120,58.65461833019074,75.78777877806485
121,82.7974779867268,53.457984067019204
122,90.72078803696823,50.02269453585735
123,52.2516473768475,28.523623738792107
124,76.65394796963845,39.465948654292646
125,43.782705106759465,52.96013305229946
126,66.74174210537377,68.6008322939166
127,62.06645011945222,79.18682208038028
128,61.73903637998276,81.49847347367184
129,67.11492075568452,59.4221533853068
130,85.64032864833445,49.19925340590277
131,88.07510433533457,51.76904509511551
132,87.91013419993642,36.344212070714185
133,49.993792538240236,36.66347946789026
134,77.76419595727359,49.662466261542484
135,79.82340079750713,53.3656811914095
136,63.17063139040096,79.67154489494587
137,50.50912695180022,55.28403557999801
138,72.95970453422235,62.326302956736214
139,94.35352438066788,43.56050859454253
140,53.97854203511664,60.27158832305031
141,53.13661525494231,60.59994972705426
142,48.884826208458826,61.691252033063215
143,47.395700828322845,62.66499179528077
144,46.12883786778677,52.04210850849573
145,54.139344352134266,56.171619517790624
146,57.79829713046115,58.20411152112498
147,64.93309400873764,70.97352698834284
148,47.17472140277674,51.52400720951535
149,55.75647763247979,29.922902982491323
150,56.75575570655026,25.261937482119567
151,51.047977233724595,67.07003195958667
152,53.899522691835365,70.9537839670994
153,62.39316458842439,81.48183367857187
154,62.02502685613277,27.814440886591846
155,64.27526534633725,31.39559657184387
156,12.60456356270929,36.67390220509051
157,63.90736796748684,52.527565952291624
158,43.481766108166354,55.094575254378
159,62.079978839133496,71.00181288364453
160,67.92103541691074,51.73056902489864
161,49.83288505661486,59.09206162675906
162,50.73848959497346,58.85523534458231
163,49.56313806289737,60.58855470273578
164,48.4149005407634,57.324757190809464
165,53.499042943915256,33.01832520546178
166,52.46580915597783,69.23470123863214
167,63.69591881108928,72.10926301268762
168,66.5214300406494,68.0058428418142
169,63.43937852365992,76.41787777320916
170,49.65009958550462,57.12170497927519
171,82.37131032613392,61.06582527621717
172,25.438232533250765,22.894840600398204
173,72.0452062670158,58.40717708568798
174,68.10516461487876,82.26676525740677
175,92.40021354407433,56.38827121347705
176,22.23118663450973,22.062481219964518
177,62.35253813509152,43.6275883818434
178,50.95320455534708,32.27689308798753
179,58.88459918813229,61.898508651471516
180,74.52350332598974,43.48173636857254
181,49.19640297907495,42.415702839095246
182,72.58667301288688,74.29921129958703
183,77.86317557652266,76.65176290036865
184,92.98199015697224,79.11839295149898
185,73.6750504763594,77.61025993364392
186,47.02504181350654,57.33488484790723
187,36.58117284734301,35.12488710239056
188,55.44068862893427,40.11507961429602
189,51.59976149495702,43.55863234765459
190,50.74906354027766,40.55957728870112
191,94.85919242184372,51.26764477529425
192,81.0163796988197,56.46788267559856
193,57.16534184651234,60.048451529362936
194,59.72484675455878,65.62325068429536
195,42.993804383938695,43.125160366976054
196,71.56611945880817,53.038832009323635
197,78.24808323129916,47.15754630274523
198,63.859319922359106,49.433419798225614
199,68.3605820700422,65.94154213774563
200,63.089445740565154,86.1545514316471
201,76.49433108531645,24.783964854176453
202,55.03456600947671,59.8606873574171
203,94.38089685875805,37.30695722595665
204,5.462907291916162,17.3415905338718
205,90.67249556918775,46.65727272732897
206,26.336410040811042,36.629673684330925
207,65.10796600566078,60.24444028164005
208,81.64281896334693,71.0533492304311
209,45.05714283068744,49.60848463627628
210,58.8818938765528,26.940298694475185
211,45.07172511110537,52.52914522813893
212,70.75963129270626,72.54969088816208
213,75.17463291277,70.13152251557123
214,30.293468303142777,25.7751534079136
215,85.3442648501617,47.01523048340413
216,80.54126904907771,43.51408167979632
217,53.53430749708631,48.80038153784193
218,89.04551125969354,42.83460822211543
219,89.49730889456244,40.73205930536169
220,62.348691794565646,82.96263084263244
221,31.65481327690029,32.77736432193302
222,69.08713172238714,37.43819889680224
223,65.48239445600966,63.754484979596214
224,50.41260167945894,54.083646065752035
225,58.818153271808335,45.864159430673126
226,59.70614161992122,53.19780345182751
227,44.17610883857068,36.47532753749759
228,43.201641933492766,39.48956212506055
229,52.33712518220985,58.714790851602686
230,48.49817729193588,59.44741765042275
231,43.59788484547522,51.63533504195962
232,48.75864863608856,50.62831331238692
233,54.8276399206016,56.896783938502736
234,47.3831483533703,55.557148989439206
235,61.36948815804574,77.56472813417813
236,53.706692912944575,63.40651133443921
237,52.072220970440355,61.14353509378127
238,50.46216330148907,65.73039231803747
239,48.717259262236574,64.27436934031579
240,68.66692566520989,84.59268622021017
241,65.43024413400886,81.63002408098028
242,74.38909985433754,76.48790077587778
243,57.46695869759654,78.1859034831037
244,56.36744712460086,75.40231191929978
245,25.597264294001754,35.055992841225475
246,43.936970698274244,57.62622136376968
247,60.04355289937612,72.9841405738942
248,69.70634231866323,73.87123244986974
249,44.90098736534608,54.503192618313314
250,75.20713931656026,73.7720917694902
251,21.327431606364097,32.01925028817482
252,80.9520612670937,66.24971634675046
253,75.73604993918269,59.91480438988014
254,72.50583668136431,82.98132842105936
255,52.83765496623811,51.789338354462636
256,52.59465384132002,50.080517570587524
257,49.62645698078491,39.59607420747404
258,73.33456767175745,45.65392467324974
259,73.5447453087482,86.37660671925632
260,63.52591106470832,56.923519856833934
261,42.811471680985306,49.45179815562246
262,63.071929250720984,63.04232512105514
263,55.03679076582058,63.168247424175874
